id,data,bezeroa,hiria,produktua,kategoria,prezioa,unitateak
8100,2025-06-12,Álvaro Castilla Vall,Zamora,Sagua,Periferikoak,691.17,9
8101,2025-03-22,Bernarda Navas,Soria,Txartel grafikoa,Osagaiak,1155.53,8
8102,2026-02-25,Cebrián Grau Pablo,Álava,Bideratzailea,Sareak,117.0,1
8103,2026-01-22,Cintia Palomar,Teruel,Monitorea,Periferikoak,1781.12,6
8104,2025-08-23,Candela Garcia Fortuny,Lugo,Ordenagailu eramangarria,Ordenagailuak,1478.14,10
8105,2025-07-26,Lope Cerro Viñas,La Coruña,Mini PC,Ordenagailuak,717.12,6
8106,2025-08-17,Asdrubal Cornejo Tomás,Álava,Prozesadorea,Osagaiak,301.76,7
8107,2026-09-19,Débora Cañizares Larrañaga,Granada,Sare-kablea,Sareak,850.63,2
8108,2026-05-08,Seve Marí Santiago,Cáceres,Prozesadorea,Osagaiak,1502.85,4
8109,2025-06-03,Renata Amaya,La Coruña,Prozesadorea,Osagaiak,1399.16,10
8110,2026-06-22,Iker Perera Gomila,La Coruña,Prozesadorea,Osagaiak,305.97,2
8111,2026-04-24,Sosimo Sevilla,Málaga,Ordenagailu eramangarria,Ordenagailuak,548.88,9
8112,2025-01-15,Loida Chelo Navarrete Vilalta,Córdoba,Mahaigaineko ordenagailua,Ordenagailuak,613.97,5
8113,2026-01-15,Adán Enrique Hoz Jove,Teruel,Mini PC,Ordenagailuak,1957.94,9
8114,2025-03-17,Piedad Bermejo Berrocal,Murcia,RAM memoria,Osagaiak,978.95,1
8115,2025-03-29,Caridad Yuste Peinado,Ceuta,SSD diskoa,Osagaiak,584.53,4
8116,2025-01-27,Anselmo Izaguirre Teruel,Asturias,Prozesadorea,Osagaiak,1018.18,4
8117,2025-03-05,Pepe Alegria Camacho,Lleida,Sare-kablea,Sareak,317.3,8
8118,2025-06-03,Aura Donoso Gelabert,Asturias,Webkamera,Periferikoak,1024.39,4
8119,2025-01-13,René Castell Andrade,La Coruña,Ordenagailu eramangarria,Ordenagailuak,353.94,7
8120,2026-07-17,Florencia Viñas-Maestre,Burgos,Sare-kablea,Sareak,613.88,7
8121,2024-12-24,Ignacia Hurtado Anaya,Palencia,Webkamera,Periferikoak,1040.82,4
8122,2025-10-11,Damián de Tenorio,Madrid,RAM memoria,Osagaiak,889.95,5
8123,2025-02-24,Hector Bolaños-Sáenz,Segovia,SSD diskoa,Osagaiak,977.79,6
8124,2026-01-11,Graciano Pina Velázquez,Jaén,Bideratzailea,Sareak,1222.49,9
8125,2026-07-02,Jose Antonio Peláez Porcel,Castellón,Webkamera,Periferikoak,1490.22,4
8126,2025-10-18,Anselmo Arrieta-Bello,Ourense,SSD diskoa,Osagaiak,1102.0,5
8127,2025-07-24,Amelia Gibert Molina,Tarragona,Sagua,Periferikoak,1826.24,9
8128,2025-01-14,Florencia Terrón Boix,Palencia,Mahaigaineko ordenagailua,Ordenagailuak,1830.51,4
8129,2026-01-23,Azahar Lorenzo Redondo,Granada,Txartel grafikoa,Osagaiak,1879.7,3
8130,2025-08-30,Valeria Campos Armas,Cádiz,SSD diskoa,Osagaiak,539.81,7
8131,2026-03-18,Raúl Toño Botella Rojas,Cuenca,Txartel grafikoa,Osagaiak,569.67,10
8132,2026-04-17,Crescencia del Arranz,Málaga,Sagua,Periferikoak,1649.96,2
8133,2026-07-17,Sosimo Campillo Carro,Melilla,SSD diskoa,Osagaiak,70.54,2
8134,2025-11-20,Diana Isern Lucas,La Rioja,Bideratzailea,Sareak,1510.67,9
8135,2025-05-08,Rosalina Catalán-Cid,Salamanca,Txartel grafikoa,Osagaiak,1095.26,1
8136,2025-08-15,Carmelita Escudero-Franch,Valencia,Mini PC,Ordenagailuak,725.96,6
8137,2025-01-20,Nieves Soler Sáez,Huelva,SSD diskoa,Osagaiak,1359.6,4
8138,2024-11-29,Angelita del Clavero,Tarragona,Sare-kablea,Sareak,880.52,6
8139,2025-05-29,Eliseo Terrón,León,Mahaigaineko ordenagailua,Ordenagailuak,600.41,2
8140,2024-12-11,Mariana Iglesias Nieto,Huelva,Mahaigaineko ordenagailua,Ordenagailuak,689.53,3
8141,2025-01-29,Javier Cabañas Llopis,Badajoz,Txartel grafikoa,Osagaiak,531.24,6
8142,2024-11-17,Josep Alcolea Coca,Vizcaya,Switch-a,Sareak,1028.17,1
8143,2025-11-15,Virginia Nieto Maldonado,Ourense,Txartel grafikoa,Osagaiak,357.55,2
8144,2025-01-06,Juan Bautista Curro Jara Cabo,Huesca,Webkamera,Periferikoak,333.27,1
8145,2024-11-11,Miguel Ángel Requena Lumbreras,Jaén,Wi-Fi egokigailua,Sareak,1900.98,6
8146,2025-08-29,Jonatan Cañete,Girona,Ordenagailu eramangarria,Ordenagailuak,1386.29,9
8147,2025-02-18,Calixta Eva Rebollo Nogueira,Las Palmas,Txartel grafikoa,Osagaiak,1686.91,4
8148,2026-02-21,Rocío Correa,Cuenca,Switch-a,Sareak,1316.4,10
8149,2025-02-15,Ramón del Caro,Huelva,Teklatua,Periferikoak,1801.64,5
8150,2025-09-17,Maxi Cáceres Tomas,Murcia,Webkamera,Periferikoak,272.33,9
8151,2025-02-10,Brunilda Escudero-Caparrós,Ourense,Switch-a,Sareak,464.63,6
8152,2025-07-17,Eliseo Frutos Duarte,Pontevedra,SSD diskoa,Osagaiak,451.6,7
8153,2025-04-24,Pepita Noa Borrego Larrañaga,Cáceres,RAM memoria,Osagaiak,1197.41,5
8154,2024-10-08,Maxi Fernandez-Bonilla,La Coruña,Wi-Fi egokigailua,Sareak,1267.77,3
8155,2026-06-28,Dionisia Machado Landa,Salamanca,Txartel grafikoa,Osagaiak,993.27,10
8156,2026-03-18,Buenaventura Canals Posada,Melilla,Txartel grafikoa,Osagaiak,388.95,1
8157,2024-11-15,Marcelino Esteban Solera,Murcia,Ordenagailu eramangarria,Ordenagailuak,277.88,10
8158,2025-11-21,Eligio Graciano Tur Núñez,Madrid,Mahaigaineko ordenagailua,Ordenagailuak,63.96,5
8159,2026-05-20,Nicolás Casares Iniesta,Badajoz,Wi-Fi egokigailua,Sareak,171.9,7
8160,2025-02-20,Mayte Purificación Roma Medina,Alicante,Sare-kablea,Sareak,1027.55,2
8161,2026-09-22,Augusto Santos Sevilla,Toledo,Webkamera,Periferikoak,1200.26,10
8162,2024-12-15,Manu Reina Ferrández Santiago,Ourense,Mahaigaineko ordenagailua,Ordenagailuak,320.58,4
8163,2025-09-09,Claudio Arroyo León,Álava,Wi-Fi egokigailua,Sareak,936.32,5
8164,2026-05-19,Claudio Zamorano-Goñi,Zamora,RAM memoria,Osagaiak,1201.0,1
8165,2024-12-22,Horacio Molins,Santa Cruz de Tenerife,Bideratzailea,Sareak,1976.55,2
8166,2025-05-24,Dora Rubio Juan,Lleida,Prozesadorea,Osagaiak,11.6,10
8167,2026-05-12,María Fernanda Naranjo Montesinos,Almería,Txartel grafikoa,Osagaiak,343.42,5
8168,2025-08-21,Celso Uriarte Espejo,Baleares,Monitorea,Periferikoak,938.48,3
8169,2025-10-07,Mariana Exposito,Cádiz,Prozesadorea,Osagaiak,410.12,1
8170,2026-04-26,Iván Olivé Enríquez,Guadalajara,Sagua,Periferikoak,1057.8,8
8171,2025-11-06,Leandro Carrera Villaverde,Jaén,Webkamera,Periferikoak,1838.19,8
8172,2025-10-05,Ruperta Amat Vaquero,Granada,Mahaigaineko ordenagailua,Ordenagailuak,515.44,9
8173,2025-10-28,Germán Tejedor Benito,Castellón,Ordenagailu eramangarria,Ordenagailuak,1328.75,3
8174,2025-12-14,Angelino Álamo Pons,Cuenca,RAM memoria,Osagaiak,1093.2,2
8175,2026-02-27,Pelayo Ferrero Álamo,Guipúzcoa,Ordenagailu eramangarria,Ordenagailuak,422.4,7
8176,2025-07-16,Montserrat Noguera Valderrama,Badajoz,Wi-Fi egokigailua,Sareak,1450.16,4
8177,2025-05-05,Adrián Quevedo Quiroga,Ciudad,Mini PC,Ordenagailuak,287.16,6
8178,2026-06-16,Ricardo Castells Conesa,Lugo,Mini PC,Ordenagailuak,1013.74,10
8179,2025-06-08,Gerardo Jaume Osuna,Teruel,Sagua,Periferikoak,274.32,10
8180,2026-08-29,Mirta Esperanza Cuesta Cid,Huesca,Wi-Fi egokigailua,Sareak,1161.21,8
8181,2026-04-14,Verónica Carretero Guerra,Segovia,Switch-a,Sareak,1386.62,4
8182,2026-09-16,Jovita Delgado-Borrego,Almería,RAM memoria,Osagaiak,1372.19,7
8183,2025-10-22,Samu Heliodoro Huerta Montoya,Vizcaya,Ordenagailu eramangarria,Ordenagailuak,1813.5,7
8184,2026-09-09,Elodia Artigas Tolosa,Ciudad,Sare-kablea,Sareak,1951.3,6
8185,2025-12-26,Rosario Guardia Daza,Segovia,Switch-a,Sareak,1794.29,6
8186,2026-07-27,Maximiano Moreno Serna,Cádiz,Bideratzailea,Sareak,1561.94,7
8187,2025-04-17,Eufemia Morcillo Costa,Vizcaya,Teklatua,Periferikoak,405.25,3
8188,2025-06-17,Joaquín Camacho,Alicante,Ordenagailu eramangarria,Ordenagailuak,1537.4,8
8189,2025-02-01,Leonor Carlos Borja,Badajoz,Mahaigaineko ordenagailua,Ordenagailuak,524.83,7
8190,2025-10-15,Berta de Diéguez,Barcelona,Mahaigaineko ordenagailua,Ordenagailuak,727.84,8
8191,2026-04-22,Carmela Iborra Escamilla,Las Palmas,Webkamera,Periferikoak,492.26,1
8192,2026-08-26,Celestina Abad-Mancebo,Valladolid,Prozesadorea,Osagaiak,1404.11,2
8193,2024-10-15,Pepita Villena,Segovia,Switch-a,Sareak,1583.14,7
8194,2025-12-13,Agapito Cifuentes Salgado,Málaga,Sagua,Periferikoak,388.41,3
8195,2025-05-04,Clara Calatayud Valero,Las Palmas,Sagua,Periferikoak,1959.1,6
8196,2025-07-19,Luis Miguel Cañas Alarcón,Cádiz,Monitorea,Periferikoak,1029.39,5
8197,2025-08-12,Eloísa Matas Fabra,Asturias,Mini PC,Ordenagailuak,1217.3,8
8198,2024-11-12,Dimas Izaguirre Ferrán,Toledo,RAM memoria,Osagaiak,849.75,10
8199,2024-12-05,Máxima Carrión-Ferrer,Álava,Monitorea,Periferikoak,1076.41,4
8200,2025-04-03,Filomena Villalba,Córdoba,Switch-a,Sareak,1554.8,8
8201,2026-01-03,Clímaco Feijoo Raya,Ourense,Bideratzailea,Sareak,1715.76,2
8202,2026-03-06,Albano Alarcón Aroca,Barcelona,Monitorea,Periferikoak,938.29,8
8203,2024-12-19,Graciela Segovia Guerra,Málaga,Prozesadorea,Osagaiak,864.49,6
8204,2025-06-12,Agustina Novoa Perales,Girona,RAM memoria,Osagaiak,647.31,6
8205,2025-05-29,Reyes Rodrigo Tomás,Guadalajara,Switch-a,Sareak,1536.35,6
8206,2025-09-09,Abraham Mariño-Iñiguez,Lugo,Teklatua,Periferikoak,142.5,9
8207,2025-09-10,Juan Manuel Santamaría Arellano,Asturias,Txartel grafikoa,Osagaiak,751.54,8
8208,2025-10-29,Sonia Ros Mas,Toledo,Prozesadorea,Osagaiak,246.85,3
8209,2026-03-09,Zaida Alexandra Nogués Gibert,Baleares,Monitorea,Periferikoak,1464.96,10
8210,2025-02-13,Albina Marco Abad,Girona,Wi-Fi egokigailua,Sareak,1460.1,8
8211,2025-11-30,Lucas Emigdio Monreal Catalá,Valencia,Ordenagailu eramangarria,Ordenagailuak,679.29,4
8212,2024-10-02,Glauco Durán Casares,León,Wi-Fi egokigailua,Sareak,415.35,10
8213,2026-05-18,Felipa Ribes Solano,Teruel,Monitorea,Periferikoak,1312.27,7
8214,2025-01-16,Samuel Montoya Almeida,Burgos,SSD diskoa,Osagaiak,1961.5,8
8215,2025-10-03,Josep Gomila Casas,La Coruña,Wi-Fi egokigailua,Sareak,981.1,2
8216,2024-11-20,Claudia Marqués Uría,Lleida,Monitorea,Periferikoak,315.48,6
8217,2025-12-07,Danilo Goyo Echeverría Aramburu,Lugo,Bideratzailea,Sareak,1383.14,2
8218,2025-02-07,Ramiro Baños Granados,Burgos,Webkamera,Periferikoak,128.95,4
8219,2025-07-12,Rosendo Casals,Málaga,Teklatua,Periferikoak,376.31,7
8220,2025-03-19,Saturnina Rodriguez-Girona,Palencia,Sare-kablea,Sareak,1250.15,8
8221,2026-03-19,Aurelio Sebastián Larrea,Cantabria,Switch-a,Sareak,275.19,2
8222,2026-06-12,Carmelo Verdú Coello,Asturias,Sare-kablea,Sareak,1933.34,4
8223,2025-03-04,América Bermejo-Bellido,Albacete,Ordenagailu eramangarria,Ordenagailuak,1940.15,1
8224,2024-11-07,Felipe Hurtado Becerra,Soria,Teklatua,Periferikoak,1733.39,5
8225,2025-12-24,Ruperta Pacheco Moya,Tarragona,Sare-kablea,Sareak,1431.84,7
8226,2025-04-01,Etelvina Diego Bauzà,Navarra,Monitorea,Periferikoak,1824.74,6
8227,2026-05-16,Irma Guzman,Murcia,Webkamera,Periferikoak,134.65,4
8228,2025-12-01,Haroldo Amigó Campo,Salamanca,SSD diskoa,Osagaiak,1680.41,3
8229,2025-07-23,Perla Ofelia Agustí Durán,Burgos,Sare-kablea,Sareak,551.27,5
8230,2026-03-19,Bernardino Leal-Gibert,Toledo,Ordenagailu eramangarria,Ordenagailuak,1629.33,9
8231,2026-06-28,Lalo Gabino Guerra Puente,Ávila,Mini PC,Ordenagailuak,753.75,3
8232,2025-12-18,Emilio del Gisbert,Barcelona,Monitorea,Periferikoak,1602.57,8
8233,2024-10-06,Leoncio del Parejo,Asturias,Prozesadorea,Osagaiak,1110.7,7
8234,2025-12-29,Pelayo Noriega Sáez,León,RAM memoria,Osagaiak,776.22,6
8235,2025-07-24,Loreto Valero Valls,Cuenca,Bideratzailea,Sareak,1131.17,5
8236,2026-08-13,Corona Saldaña Duarte,Vizcaya,Sagua,Periferikoak,84.7,10
8237,2026-08-24,María Belén Yéssica Reyes Ochoa,Murcia,Prozesadorea,Osagaiak,1028.4,8
8238,2024-11-13,Araceli Niño,Murcia,Switch-a,Sareak,307.58,10
8239,2025-06-15,Florencio Palma Bueno,Guipúzcoa,SSD diskoa,Osagaiak,397.33,10
8240,2025-08-27,Mariano Tudela Grande,Santa Cruz de Tenerife,Bideratzailea,Sareak,1374.11,3
8241,2024-12-08,Lino Antón Bolaños,Soria,Mini PC,Ordenagailuak,1318.82,1
8242,2026-01-05,Hipólito Ferrer Nieto,Barcelona,Monitorea,Periferikoak,511.37,5
8243,2025-03-27,Marcela de Escalona,León,Mahaigaineko ordenagailua,Ordenagailuak,365.7,8
8244,2026-06-13,Belén Chaves Sáez,Segovia,Monitorea,Periferikoak,512.73,2
8245,2025-09-03,Lisandro Guardiola Salmerón,Baleares,Mini PC,Ordenagailuak,1946.68,3
8246,2024-09-29,Juan Luis Mosquera-Oliver,Melilla,Sare-kablea,Sareak,1134.61,3
8247,2024-12-09,Yésica Tomé Beltrán,Melilla,Sare-kablea,Sareak,1444.63,6
8248,2026-08-18,Aristides Villalobos Mariño,La Coruña,Sagua,Periferikoak,1218.56,5
8249,2025-12-24,Araceli Graciela Caro Tomas,Vizcaya,Teklatua,Periferikoak,371.89,8
8250,2026-08-31,Vito de Ayuso,Valladolid,Wi-Fi egokigailua,Sareak,1003.28,1
8251,2025-06-12,Wilfredo Blanca,Cantabria,Monitorea,Periferikoak,1361.26,8
8252,2026-05-13,Ema Recio Trillo,Jaén,Monitorea,Periferikoak,1914.38,3
8253,2026-07-03,Gloria del Pou,Huelva,Ordenagailu eramangarria,Ordenagailuak,904.4,8
8254,2024-12-15,Ana Belén Medina,Toledo,RAM memoria,Osagaiak,151.3,3
8255,2025-11-27,Maxi Bosch Prieto,Girona,Mahaigaineko ordenagailua,Ordenagailuak,434.48,2
8256,2025-05-19,Etelvina Vila,Girona,Prozesadorea,Osagaiak,887.66,6
8257,2026-02-11,Patricia Borrás,Guipúzcoa,RAM memoria,Osagaiak,1662.98,5
8258,2025-02-05,Isidro Armas-Estevez,Soria,Sare-kablea,Sareak,1683.57,1
8259,2025-05-23,Leandro Heras,Toledo,Txartel grafikoa,Osagaiak,1590.57,10
8260,2026-06-04,Marcelino Escribano Cazorla,Navarra,Mini PC,Ordenagailuak,812.73,6
8261,2026-06-18,Ana Belén Suarez Lucena,Cuenca,SSD diskoa,Osagaiak,753.73,3
8262,2025-02-10,Horacio Adalberto Múgica Cabeza,Palencia,Monitorea,Periferikoak,288.28,7
8263,2025-03-16,Estela Hernández Martí,Córdoba,Mahaigaineko ordenagailua,Ordenagailuak,1712.78,2
8264,2026-06-27,Pepe del Núñez,Soria,SSD diskoa,Osagaiak,1661.25,4
8265,2024-12-19,Rosa María Gil Cifuentes,Vizcaya,Mini PC,Ordenagailuak,1779.63,8
8266,2025-10-14,Marcelo Pastor,Álava,Mahaigaineko ordenagailua,Ordenagailuak,510.41,2
8267,2024-10-15,Zoraida Mercader,Santa Cruz de Tenerife,Wi-Fi egokigailua,Sareak,752.88,5
8268,2024-11-01,Julián Ruano,Valencia,Txartel grafikoa,Osagaiak,669.89,6
8269,2025-01-05,Blas Bayón Álamo,Almería,Mahaigaineko ordenagailua,Ordenagailuak,800.51,8
8270,2026-02-19,Alejandra Manzano-Alcalde,Navarra,RAM memoria,Osagaiak,630.28,4
8271,2026-08-31,Yago Quevedo Abellán,Valencia,Switch-a,Sareak,132.22,6
8272,2026-07-24,Rosa Conde Luís,Jaén,RAM memoria,Osagaiak,1517.66,4
8273,2026-03-08,Ana Sofía Campos Tovar,Salamanca,Monitorea,Periferikoak,470.67,8
8274,2025-08-26,Martirio Sanmartín,Granada,Wi-Fi egokigailua,Sareak,429.29,2
8275,2025-05-10,Nereida Perera Pintor,Navarra,Prozesadorea,Osagaiak,47.58,10
8276,2026-02-02,Carla Escrivá Luz,Granada,Prozesadorea,Osagaiak,1270.68,2
8277,2026-04-13,Faustino Alegria Uriarte,Cantabria,Mahaigaineko ordenagailua,Ordenagailuak,444.91,4
8278,2024-09-27,Rodrigo Alberola Rosales,Toledo,Sagua,Periferikoak,1712.25,9
8279,2026-07-25,Aránzazu Iñiguez,Pontevedra,Txartel grafikoa,Osagaiak,1589.62,7
8280,2024-11-21,Lucila Hierro-Puerta,Navarra,Sare-kablea,Sareak,1071.88,9
8281,2026-02-21,José Luis Barón,Ourense,Wi-Fi egokigailua,Sareak,774.47,8
8282,2026-08-02,Mohamed Cerdá Llano,Barcelona,Wi-Fi egokigailua,Sareak,841.72,1
8283,2025-06-18,Raquel Bonilla Rovira,Granada,Prozesadorea,Osagaiak,170.62,5
8284,2026-07-26,Bautista Gilabert Alvarez,Navarra,Mahaigaineko ordenagailua,Ordenagailuak,1417.65,4
8285,2025-01-19,Salomón Rojas Ródenas,Granada,Txartel grafikoa,Osagaiak,1790.97,8
8286,2026-08-26,Blas Vicente Reguera,Soria,Ordenagailu eramangarria,Ordenagailuak,1533.18,2
8287,2026-08-02,Tamara Daza Oliva,Tarragona,Monitorea,Periferikoak,1784.28,9
8288,2025-02-13,Timoteo Clavero Diego,Lugo,Bideratzailea,Sareak,1376.44,1
8289,2026-08-17,Patricia Aguiló Lasa,Ourense,Wi-Fi egokigailua,Sareak,137.2,7
8290,2024-12-26,Isabel Sans,Huesca,Sagua,Periferikoak,298.53,9
8291,2025-07-23,Ana Aura Ribas Villalonga,Tarragona,Bideratzailea,Sareak,1118.12,5
8292,2026-07-07,Borja Diéguez Bolaños,Valladolid,Sare-kablea,Sareak,1383.1,2
8293,2024-12-27,Febe Expósito Font,La Coruña,Webkamera,Periferikoak,1775.57,4
8294,2026-07-15,Jordán Márquez-Padilla,Melilla,Sagua,Periferikoak,1811.41,5
8295,2025-08-31,Teófila Casanovas Múñiz,Asturias,Txartel grafikoa,Osagaiak,1096.85,8
8296,2024-10-23,Sancho Llano Lozano,Las Palmas,Wi-Fi egokigailua,Sareak,1927.8,9
8297,2025-03-06,Isabel Rodriguez Carlos,Huelva,Mahaigaineko ordenagailua,Ordenagailuak,587.7,6
8298,2025-02-25,Ceferino Escribano Palomar,Murcia,Sare-kablea,Sareak,1897.14,9
8299,2026-08-29,Benjamín del Gordillo,Salamanca,Ordenagailu eramangarria,Ordenagailuak,1496.22,1
8300,2025-10-01,Concepción del Carreras,Córdoba,Sare-kablea,Sareak,1629.12,4
8301,2025-02-27,Petrona del Corral,Santa Cruz de Tenerife,Bideratzailea,Sareak,1554.88,1
8302,2025-04-29,Casemiro del Aguado,Alicante,SSD diskoa,Osagaiak,1183.11,2
8303,2026-04-24,Reinaldo Bellido Bernad,Lugo,Txartel grafikoa,Osagaiak,1401.82,3
8304,2026-08-27,Vinicio Sanabria Iñiguez,Barcelona,Webkamera,Periferikoak,1960.4,5
8305,2024-12-15,Balduino Abella Cases,Valladolid,Teklatua,Periferikoak,1632.28,4
8306,2026-08-22,Ligia Barroso Lamas,Las Palmas,Webkamera,Periferikoak,511.22,8
8307,2025-11-11,José María Sáez-Montes,Soria,Sagua,Periferikoak,1960.41,6
8308,2025-10-22,Melania Ruano Herrero,Ciudad,Sare-kablea,Sareak,878.38,3
8309,2026-01-20,Maxi Cortés-Cortina,Granada,Bideratzailea,Sareak,1775.92,8
8310,2025-02-22,Obdulia Rosalva Rodriguez Tolosa,Huesca,Sagua,Periferikoak,850.17,2
8311,2025-01-05,Corona Naranjo Barroso,León,Mini PC,Ordenagailuak,1217.7,3
8312,2025-09-12,Guadalupe Tejada Adán,Sevilla,Webkamera,Periferikoak,79.23,2
8313,2025-09-10,René Palomo-Moles,Ávila,Monitorea,Periferikoak,1523.7,3
8314,2026-05-01,Ramona Gomez Casado,Guipúzcoa,Txartel grafikoa,Osagaiak,669.36,4
8315,2025-08-17,Leocadia Figueras Pomares,Las Palmas,Ordenagailu eramangarria,Ordenagailuak,1399.5,10
8316,2025-10-08,Maricela Casas Villanueva,Ciudad,Bideratzailea,Sareak,1099.21,6
8317,2026-01-09,Agapito Orozco Larrañaga,Asturias,Txartel grafikoa,Osagaiak,1683.83,8
8318,2025-04-08,Timoteo Clavero-Delgado,Córdoba,Ordenagailu eramangarria,Ordenagailuak,1766.84,7
8319,2026-02-27,Roque Quirós Iriarte,Jaén,Wi-Fi egokigailua,Sareak,789.2,8
8320,2025-07-18,Adelina Acuña,Cantabria,Bideratzailea,Sareak,400.98,8
8321,2025-10-16,Ligia Asenjo Serra,Jaén,Webkamera,Periferikoak,906.85,6
8322,2026-09-07,Nicodemo Bru,Palencia,Txartel grafikoa,Osagaiak,1050.46,6
8323,2025-11-19,Juan Francisco Gelabert-Vazquez,Baleares,Prozesadorea,Osagaiak,1959.26,10
8324,2025-05-17,Eric de Morcillo,Sevilla,Teklatua,Periferikoak,828.84,3
8325,2026-08-14,Olimpia Barba Vigil,Valladolid,Webkamera,Periferikoak,1732.89,9
8326,2025-12-03,Yéssica Company Sastre,Las Palmas,Bideratzailea,Sareak,750.13,2
8327,2026-01-29,Cloe Palacios Gutiérrez,Barcelona,Mahaigaineko ordenagailua,Ordenagailuak,1032.7,1
8328,2026-07-24,Iris Ferrer-Blázquez,Vizcaya,Ordenagailu eramangarria,Ordenagailuak,1178.68,7
8329,2025-02-15,Íñigo Quirós Porta,Salamanca,RAM memoria,Osagaiak,931.27,6
8330,2024-11-29,Juan Antonio Arnaiz,La Coruña,Ordenagailu eramangarria,Ordenagailuak,1419.76,6
8331,2025-02-16,Marcial Escribano Marí,Baleares,Switch-a,Sareak,493.35,9
8332,2025-01-12,Jerónimo Ariel Olivé Moreno,Guadalajara,Prozesadorea,Osagaiak,696.81,3
8333,2025-04-19,Felicidad Yáñez-Sacristán,Ávila,Webkamera,Periferikoak,1302.77,1
8334,2024-12-18,Juan Carlos del Prieto,Santa Cruz de Tenerife,Prozesadorea,Osagaiak,1990.92,9
8335,2025-11-10,Leticia Reyna Montes Codina,Soria,Prozesadorea,Osagaiak,300.74,1
8336,2025-01-17,Juan Carlos Díez Valenciano,Jaén,Teklatua,Periferikoak,1256.67,2
8337,2026-05-17,Demetrio Cristian Sáez Franch,Pontevedra,Bideratzailea,Sareak,73.75,1
8338,2025-01-29,Paola Rosalía Blanco Gonzalo,Córdoba,Bideratzailea,Sareak,32.82,5
8339,2025-07-06,Basilio Lozano,La Coruña,Mahaigaineko ordenagailua,Ordenagailuak,419.2,1
8340,2025-07-17,Angelita Benavente Millán,Castellón,Ordenagailu eramangarria,Ordenagailuak,1068.79,7
8341,2025-03-26,Antonio del Nuñez,Segovia,Switch-a,Sareak,1492.54,3
8342,2025-12-11,Hernando Benavente,Guipúzcoa,Mahaigaineko ordenagailua,Ordenagailuak,464.65,5
8343,2024-12-20,Isaac Gomis Cámara,Cádiz,Sagua,Periferikoak,984.8,7
8344,2025-04-08,Gema Cárdenas-Rosselló,Huesca,RAM memoria,Osagaiak,686.16,3
8345,2026-02-19,Tristán Zurita-Arcos,Las Palmas,Sare-kablea,Sareak,850.98,1
8346,2026-09-18,Galo Pedro Daza Monreal,Girona,Wi-Fi egokigailua,Sareak,1516.8,8
8347,2025-04-28,Remigio Macario Hernandez España,Ciudad,Wi-Fi egokigailua,Sareak,1093.69,8
8348,2024-11-17,Nando Molina Ibáñez,Lugo,Bideratzailea,Sareak,1569.53,10
8349,2026-06-27,Montserrat Cantón Garay,Valencia,Mini PC,Ordenagailuak,950.19,9
8350,2025-10-03,Carlos Abascal Vizcaíno,Almería,Webkamera,Periferikoak,603.49,1
8351,2025-10-13,Nieves Ferrández,Melilla,SSD diskoa,Osagaiak,997.68,7
8352,2026-03-07,Salud Zabala Aguiló,Ciudad,Mini PC,Ordenagailuak,445.96,10
8353,2026-01-13,Irene Rios,Guipúzcoa,Ordenagailu eramangarria,Ordenagailuak,615.38,7
8354,2025-12-29,Pedro Aznar,Madrid,Sagua,Periferikoak,1941.6,8
8355,2026-07-24,Leandro Crespo Segovia,Ourense,Mini PC,Ordenagailuak,98.74,10
8356,2025-03-07,Esmeralda Salom Porta,Albacete,Monitorea,Periferikoak,1828.99,6
8357,2024-10-20,Lupe Gaya Torrens,Pontevedra,Mini PC,Ordenagailuak,883.5,1
8358,2026-06-24,Buenaventura Geraldo Belda Vilalta,Segovia,Teklatua,Periferikoak,1655.87,6
8359,2024-10-06,Lina Jáuregui Gordillo,Segovia,Teklatua,Periferikoak,1512.96,10
8360,2025-10-17,Mariano Pío Álvaro Gargallo,Alicante,Ordenagailu eramangarria,Ordenagailuak,874.98,6
8361,2026-06-29,Marianela Aranda Montesinos,Ceuta,Prozesadorea,Osagaiak,1527.85,8
8362,2025-09-15,Aura de Campillo,Alicante,Wi-Fi egokigailua,Sareak,903.43,5
8363,2024-10-08,Augusto Rey,Burgos,Ordenagailu eramangarria,Ordenagailuak,1897.93,4
8364,2025-02-14,Herberto Pardo Blazquez,Barcelona,SSD diskoa,Osagaiak,439.18,10
8365,2026-08-26,Melchor Corominas Zabala,Álava,Webkamera,Periferikoak,605.42,4
8366,2025-10-27,Candelas Martínez Sancho,Badajoz,Txartel grafikoa,Osagaiak,419.42,8
8367,2025-10-20,Wálter Villena Peláez,Ciudad,Ordenagailu eramangarria,Ordenagailuak,418.97,2
8368,2024-12-22,Ovidio Murcia Leon,Murcia,Webkamera,Periferikoak,91.67,8
8369,2026-04-15,Lara Lago Barranco,Soria,Webkamera,Periferikoak,227.34,4
8370,2026-06-01,Nicolasa Huguet Baró,Murcia,Sagua,Periferikoak,487.23,2
8371,2024-12-21,Adoración Villena Estévez,Soria,Mini PC,Ordenagailuak,1786.65,7
8372,2025-12-31,Aníbal Hernando Gelabert Palomar,Zaragoza,Mahaigaineko ordenagailua,Ordenagailuak,996.64,9
8373,2026-08-09,Fulgencio Santos Saura Macías,Ciudad,Monitorea,Periferikoak,710.71,8
